Name;Size;"First name";"Last name";Downloads;Date;Path
capacity.txt;134;Nico;Potyka;25;"19.06.2018 15:25";VRP1/capacity.txt
demand.txt;300;Nico;Potyka;23;"19.06.2018 15:25";VRP1/demand.txt
distance.txt;39105;Nico;Potyka;20;"19.06.2018 15:26";VRP1/distance.txt
transportation_cost.txt;79;Nico;Potyka;25;"19.06.2018 15:26";VRP1/transportation_cost.txt
